acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.23741,0.06,-1.01249,0.01211,-0.02797,0.01813
-0.3683,0.01791,-1.05878,0.04812,0.01849,-0.14009
0.01903,-0.03094,-1.00858,0.00093,0.01962,0.25212
0.00331,0.02153,-0.98951,-0.00764,0.00256,0.06527
-0.25199,-0.02647,-0.99436,0.01424,0.01386,0.03093
0.24535,0.02702,-1.00053,0.01615,0.04044,-0.02169
-0.20022,0.03006,-0.99838,0.02011,-0.02145,-0.03517
0.00058,0.04209,-1.01661,8e-05,0.02543,0.16949
0.03788,0.10814,-1.00071,0.00266,0.00478,-0.0918
-0.03179,-0.01932,-1.00693,-0.01057,0.0052,-0.06841
-0.03171,0.01526,-0.99929,0.00489,0.00578,0.00819
0.28851,0.00875,-0.99416,0.02353,0.0587,0.00459
0.14701,0.10382,-1.00394,0.0558,-0.11107,-0.02366
-0.35836,-0.00997,-1.0032,0.0168,-0.00203,-0.01399
0.23777,0.0258,-1.00628,0.01558,0.01782,-0.01705
-0.14936,0.00439,-0.98519,0.02906,-0.00905,0.001
-0.18151,-0.10105,-0.99376,-0.02148,0.02581,0.01169
0.18067,0.03262,-1.00089,0.00425,0.03496,0.05245
-0.24832,-0.03707,-1.00187,0.01207,-0.00928,0.08821
0.09519,0.04943,-1.01456,0.00306,0.02331,0.04315
-0.02698,0.0061,-1.00185,-0.00328,0.00336,-0.01452
-0.03447,0.02013,-1.00376,-0.00062,0.01388,-0.00893
0.00565,0.02957,-1.00323,0.00485,0.00825,-0.0217
-0.15372,-0.35943,-0.95326,0.124,0.0434,0.98771
0.00774,0.02845,-1.00586,-0.02931,-0.03151,2.17454
0.02631,-0.01328,-1.02091,-0.07791,-0.01372,2.42174
0.08517,-0.02315,-1.01992,-0.05504,-0.0125,2.48963
0.09448,-0.02963,-1.03049,-0.03714,-0.02432,2.58206
0.03808,-0.06193,-1.02036,-0.01564,-0.0289,2.65646
0.14336,0.32406,-1.01512,0.03092,0.00346,1.51793
0.01084,0.0308,-0.99617,0.00836,0.00521,0.81863
-0.07407,0.00353,-0.9992,0.05449,0.01696,-0.25765
0.26345,0.02069,-1.00693,0.03024,-0.01146,0.17794
0.16029,0.11333,-0.99546,-0.05159,-0.05334,-0.05966
-0.19185,0.08657,-1.00496,-0.00179,0.03588,-0.0504
0.13512,-0.01207,-1.0008,0.00999,0.02629,0.0084
-0.13595,0.01571,-0.99906,0.00144,-0.01275,0.05434
-0.03268,0.0129,-0.99596,-0.01029,0.03858,-0.0177
0.12072,0.0128,-1.02548,-0.00475,-0.01544,0.00418
-0.24104,0.01111,-0.98918,-0.00225,0.01864,0.01605
0.1851,0.02442,-0.99551,0.02579,0.04632,-0.0032
-0.0587,0.03052,-1.00441,0.03187,-0.01158,-0.03985
-0.08284,0.00858,-1.00147,-0.01006,0.04563,0.22018
0.10989,-0.06143,-1.00744,0.00479,-0.0024,-0.04486
-0.21985,0.00939,-0.98645,0.00276,0.02267,-0.02452
-0.00388,0.01581,-1.00173,0.00336,0.009,-0.00389
-0.00791,0.01292,-1.0016,0.00478,0.00197,0.00511
-0.00531,0.01533,-0.99953,0.00602,0.01105,0.00774
0.00122,0.01112,-1.00324,0.00665,0.00554,0.00459
-0.01603,0.01318,-1.00268,-7e-05,0.02156,-0.00784
0.19263,-0.08667,-1.00365,-0.00207,0.01259,0.16831
0.24187,0.10601,-1.05544,-0.06459,-0.04607,-0.04076
-0.29734,0.0046,-0.99847,0.01996,0.00423,-0.1329
0.01096,-0.06133,-1.01412,-0.00303,0.01821,0.13132
0.01274,0.04727,-1.00877,-0.00219,0.01592,0.08796
-0.16915,-0.05734,-0.99754,0.00879,0.02665,-0.01836
0.17197,0.0405,-1.00494,0.00275,0.0103,0.02102
-0.1885,-0.01356,-1.00226,0.02669,-0.02897,-0.00832
0.00239,0.03055,-1.00191,-0.00965,0.03687,-0.02838
0.11776,0.02572,-1.0052,0.00505,-0.00498,-0.02512
-0.19864,-0.07875,-0.98535,0.00318,0.03906,0.05005
-0.01497,-0.00302,-1.00094,-0.00155,0.00907,0.02546
-0.00972,0.0199,-1.00121,0.00115,0.0115,-0.00826
-0.00119,0.01309,-1.00223,0.00688,0.01353,0.00368
-0.01063,0.01355,-1.00299,0.00491,0.0089,0.00406
0.1997,-0.03004,-1.00723,0.01512,0.03582,0.10367
0.23639,0.07961,-0.99189,0.04212,0.00192,-0.03367
-0.31309,0.00517,-0.96683,-0.0509,0.04104,-0.07095
0.11397,-0.03952,-1.00225,0.01563,0.04001,0.04826
0.06684,0.06308,-0.96535,0.02501,-0.0146,-0.05448
-0.25568,-0.03689,-0.97632,0.0403,0.04266,0.3194
0.15807,-0.05859,-1.00511,0.01745,0.01885,-0.0143
-0.17447,0.0415,-1.00453,0.00661,-0.01494,-0.01764
0.04221,0.00548,-1.00355,-0.00291,-0.01039,0.03406
-0.16559,0.07416,-0.99778,0.00557,-0.00501,-0.06325
-0.00451,-0.01174,-1.00251,0.00918,0.0021,0.07077
-0.02426,0.00404,-1.00074,0.00411,0.00491,0.01624
-0.00749,0.01741,-1.00058,0.00803,0.01198,-0.00058
-0.01197,0.02516,-0.99217,0.02284,0.02236,-0.0177
0.06386,-0.05351,-0.99956,-0.01276,0.0788,2.51437
0.02544,-0.03707,-0.96189,-0.05197,0.0507,2.32672
0.06585,0.01496,-0.96911,0.03159,0.02597,2.4338
0.07315,-0.0129,-0.98321,0.05557,0.01835,2.53877
0.0769,-0.03207,-1.01236,0.0161,-0.01519,2.58352
0.05683,-0.04047,-1.01261,0.00749,-0.0262,2.57586
0.0271,0.07893,-0.99609,-0.00984,-0.00524,0.81785
0.01346,0.07689,-0.9981,0.00613,-0.00196,0.44381
-0.00625,-0.02472,-1.00297,-0.00049,0.01362,-0.01856
-0.01208,0.00337,-1.00014,0.00273,0.01037,0.00656
-0.0085,0.00557,-1.00046,0.00268,0.00892,-0.00323
-0.00725,0.00554,-1.00124,0.00604,0.00852,0.00674
0.0,0.00508,-1.00019,0.00559,0.00796,0.00225
0.00355,0.00415,-0.99959,0.00543,0.00991,0.00134
0.0008,0.007,-0.99899,0.00738,0.00483,-0.00743
-0.00064,0.00038,-1.00071,0.00537,0.01107,0.00348
-0.00328,0.00892,-1.00037,0.00312,0.0102,-0.00267
-0.0054,0.00333,-1.00005,0.00248,0.01108,0.00147
-0.00499,0.00461,-1.00001,0.00592,0.01054,3e-05
-0.00271,0.0058,-1.00153,0.00491,0.01069,0.00109
-0.00532,0.00439,-0.9999,0.00416,0.00861,0.00149
-0.00547,0.00435,-1.00131,0.00376,0.00916,0.00154
-0.00526,0.00496,-0.99937,0.00477,0.00993,0.00093
-0.00388,0.00421,-1.00088,0.00193,0.00849,0.00124
-0.00477,0.00268,-1.00072,0.00611,0.00979,0.00073
-0.00477,0.00479,-1.00095,0.00397,0.00886,-0.0025
-0.00514,0.00489,-1.0021,0.00249,0.00806,0.001
-0.00517,0.00534,-1.00215,0.00381,0.01131,0.0003
-0.00453,0.00431,-1.00014,0.00346,0.01233,0.00037
-0.00376,0.00318,-1.00195,0.00329,0.00891,0.00128
-0.00526,0.00455,-0.99953,0.00562,0.00865,0.00116
-0.00443,0.00352,-1.00178,0.00617,0.0081,-0.00075
-0.00456,0.00463,-1.00159,0.00342,0.00711,0.00341
-0.00531,0.00445,-1.00278,0.00528,0.0075,0.00044
-0.00495,0.00434,-1.00138,0.00564,0.01075,-0.00024
-0.00543,0.00448,-1.00151,0.00401,0.00727,0.00131
-0.00504,0.00427,-1.00026,0.0051,0.00805,0.00015
-0.00367,0.00453,-1.00231,0.00379,0.01117,0.00066
-0.00466,0.00522,-1.00098,0.00309,0.00765,-0.00115
-0.00433,0.00366,-1.00212,0.00718,0.00715,7e-05
-0.0045,0.00417,-1.00279,0.00393,0.00756,0.00268
-0.00301,0.00476,-1.00173,0.00413,0.00898,0.00147
-0.00441,0.00301,-1.00077,0.00653,0.01153,-0.00091
-0.0044,0.00388,-1.00167,0.00526,0.00974,0.00302
-0.00375,0.00376,-1.00247,0.00651,0.00744,0.00193
-0.00323,0.01131,-1.0001,0.0034,0.01205,-0.01731
0.15475,0.00348,-0.99663,0.00563,0.04128,-0.00218
0.28524,0.01649,-1.01378,0.00086,-0.01814,-0.04218
0.02735,0.02932,-1.00545,-0.03555,-0.05183,-0.00894
-0.28877,-0.01681,-0.99005,-0.01702,0.03416,0.03935
0.23402,0.02066,-1.00671,0.03761,0.04744,0.00563
-0.23516,-0.02029,-1.00629,0.04505,-0.03603,0.00079
0.05988,0.17098,-0.99962,0.00679,0.03371,-0.07136
-0.00895,-0.03549,-0.99945,-0.01267,0.02468,-0.11817
-0.15989,0.03145,-1.00229,-0.0048,0.02311,0.1081
0.08827,-0.00083,-1.01551,0.00432,-0.00835,0.00606
-0.07714,0.00778,-1.00404,0.00418,-0.01723,0.00808
-0.03421,-0.0142,-0.99954,-0.00471,0.03833,0.04237
0.00287,-0.00505,-1.00424,0.00259,-0.00994,0.05025
-0.0492,0.00787,-0.99911,0.00971,0.01136,0.01954
0.27162,0.016,-1.02498,0.00884,0.01473,0.03755
0.11384,-0.00296,-1.03538,-0.01132,-0.11372,-0.02143
-0.30456,-0.00111,-0.97848,0.036,0.00959,-0.15125
0.21752,0.07278,-1.00505,0.01325,0.02433,0.03506
-0.16928,-0.02444,-1.02717,0.03219,-0.07318,0.04294
-0.11932,0.04345,-0.99126,-0.03657,0.04912,-0.0057
0.24141,0.06213,-0.99145,0.02615,-0.00036,-0.08194
-0.30283,-0.01274,-0.99766,-0.00455,-0.00322,0.07847
0.13251,0.04939,-1.00343,0.01429,0.00161,-0.12447
-0.09466,-0.02329,-1.00439,0.00183,-0.00056,-0.022
-0.0201,-0.02987,-1.00257,-0.00334,0.01236,0.00931
-0.01065,-0.00283,-1.00065,-0.00073,0.01141,0.03221
0.0597,-0.00793,-0.99558,0.00769,0.03686,-0.00897
0.31323,0.04739,-1.04387,0.02339,0.00501,-0.0672
-0.16919,0.03852,-1.0037,0.00191,-0.12348,-0.05539
-0.13434,0.07211,-0.98331,-0.03902,0.03074,-0.10042
0.17887,-0.00161,-1.00505,-0.04899,-0.00649,0.04412
-0.30113,-0.00795,-0.97535,-0.01549,0.00272,0.07881
0.06541,0.01296,-0.99639,-0.02651,-0.02831,-0.02029
-0.1402,0.08106,-1.00111,-0.02953,0.04001,-0.21419
-0.03756,-0.03294,-0.99811,0.00589,-0.0014,0.12116
-0.06004,-0.00925,-1.00202,0.01016,0.00458,0.00284
-0.01018,-0.0042,-1.00241,0.00909,0.01115,0.00228
-0.01324,0.01405,-1.00311,0.009,0.00157,0.00398
0.07314,0.04031,-1.02322,-0.01037,-0.03354,2.39195
-0.00503,-0.05767,-1.01253,0.02381,0.04188,2.37582
0.06389,-0.00114,-1.03985,0.07665,-0.05711,2.44338
0.08559,-0.02254,-0.98643,0.00287,0.04239,2.55501
0.10182,0.00643,-0.99084,0.01201,-0.04059,2.55992
0.08726,0.0702,-0.97792,0.03027,-0.01711,2.45376
-0.0213,0.02118,-1.00304,0.00947,0.02146,0.94475
0.05008,0.26774,-1.00949,0.07149,-0.04294,-0.27887
0.28131,0.01641,-1.00988,0.02358,0.02339,0.12303
0.1,0.12254,-1.00653,0.02784,-0.07005,-0.12284
-0.32625,-0.03851,-0.99731,-0.02525,0.0291,-0.04036
0.28261,0.00059,-1.0247,-0.02218,0.03731,0.05708
-0.25782,0.03029,-1.00362,0.01343,-0.03422,0.04863
0.0295,0.04427,-1.00333,-0.0155,0.0507,-0.07044
0.13153,-0.02001,-1.01934,0.04327,-0.03751,0.00475
-0.27874,-0.04324,-0.99862,0.00428,0.02628,-0.03649
0.19254,0.11513,-1.00049,0.00851,0.00501,0.03806
-0.13108,-0.01931,-1.01542,0.00686,-0.04702,0.01814
-0.02557,0.10254,-1.00315,-0.0284,0.04806,-0.08784
0.02711,0.0325,-1.0053,0.00412,-0.00526,0.04929
-0.07523,-0.06529,-0.99969,0.01326,0.0076,0.04318
-0.02721,0.00372,-1.00217,0.00764,-0.0014,0.01543
-0.03545,0.01203,-1.00082,0.00251,0.0095,-0.00285
0.22462,-0.01987,-0.99682,0.01729,0.04538,0.10267
0.19507,0.0186,-1.02121,-0.02608,0.0052,-0.05676
-0.31649,0.03926,-1.00031,0.00798,-0.02327,-0.06599
0.07079,0.0344,-0.9949,0.01758,0.06097,-0.00539
0.08055,-0.03052,-1.00185,0.00016,-0.05057,0.03944
-0.34053,-0.06247,-0.98211,0.01643,0.04064,0.16275
0.25197,0.01394,-1.00642,0.00989,-0.01394,-0.07826
-0.22701,0.02161,-1.00946,0.02648,-0.05208,0.00049
0.05473,0.02006,-1.01439,-0.03098,0.03321,-0.16996
0.03883,0.01779,-0.99788,0.00655,0.01061,0.20033
-0.13326,-0.0657,-0.9925,0.02279,0.02582,-0.06774
0.02818,0.04919,-1.00396,-0.00148,0.0021,-0.0636
-0.02752,0.00231,-0.9994,-0.00245,0.00759,0.02477
0.19011,-0.00061,-1.00023,0.00686,0.04633,-0.0031
0.24124,-0.00487,-0.98233,0.00893,0.00408,-0.00286
-0.33928,0.03167,-1.00728,0.01227,0.02262,-0.08164
0.08882,0.03262,-1.01098,-0.01455,0.04261,0.0026
0.06557,-0.03625,-1.04478,-0.02981,-0.02654,0.05364
-0.32628,0.06611,-0.98985,-0.00505,0.011,-0.09621
0.26899,0.01465,-0.99115,0.03945,0.03374,0.14762
-0.20068,0.00686,-0.98062,0.00759,-0.00939,-0.02411
-0.00823,-0.11353,-1.02227,0.01267,-0.01805,0.20656
-0.02125,0.03717,-0.99531,0.01233,0.01884,-0.01389
-0.05875,0.00348,-1.00191,0.01323,0.00166,0.04123
-0.0059,0.01771,-1.00231,0.0065,0.01178,0.00123
-0.0139,-0.02644,-0.98586,0.02195,0.04081,0.069
0.01291,0.02855,-1.03134,-0.00563,-0.08246,2.30353
-0.02549,-0.04987,-1.02919,-0.02946,0.01563,2.41534
0.06503,-0.0209,-1.00963,-0.04328,0.0453,2.5003
0.11056,-0.023,-1.0261,0.00976,0.03255,2.52599
0.08284,-0.01234,-0.99375,0.02164,0.00868,2.57592
0.11581,0.22447,-1.00178,-0.03891,-0.03276,2.05614
-0.01034,0.02836,-1.00374,0.01871,0.04088,0.94706
0.03431,0.00664,-1.00093,0.07782,0.05094,-0.49995
0.30645,0.10275,-1.02333,-0.00161,0.04006,-0.02937
0.04382,0.27294,-1.00632,-0.02309,-0.08671,-0.11565
0.24091,0.04987,-1.00164,0.01801,0.0157,0.04117
0.24091,0.04987,-1.00164,0.01801,0.0157,0.04117
-0.2636,0.03421,-0.98752,0.00741,-0.0056,0.01716
0.12746,-0.01268,-1.00479,0.03071,-0.0474,0.07842
-0.24299,0.08961,-0.9831,-0.01639,0.0513,-0.25965
0.16365,0.07069,-1.00259,0.00991,-0.00168,0.17924
-0.1226,0.01404,-0.99976,0.02371,-0.00552,-0.04119
0.01966,0.02351,-1.01383,-0.01505,0.00483,0.04944
0.03444,0.07831,-1.00351,0.00645,0.0059,-0.05886
-0.05925,0.01453,-1.00059,0.00964,0.02043,-0.02579
9e-05,0.0324,-1.00866,-0.00315,0.01378,-0.02156
0.02363,0.03351,-0.99804,-0.00438,0.00949,-0.05882
0.1714,0.02334,-0.99772,0.01112,0.05485,-0.04528
0.29589,0.07548,-0.99875,0.02013,0.02887,-0.00323
-0.34375,-0.0161,-1.00471,-0.00645,0.03904,-0.04293
0.01606,-0.02955,-1.01213,-0.03228,0.06088,0.01355
0.10877,0.00983,-1.01701,0.00053,-0.06636,0.00938
-0.28052,0.00773,-0.99582,-0.00656,0.0471,-0.12067
0.16167,0.12181,-1.00064,-0.04734,0.03073,0.10938
-0.127,0.01389,-1.0117,0.02243,-0.02929,0.02128
-0.02213,0.06659,-1.01028,-0.01043,0.02909,-0.07199
0.08522,0.00157,-1.00388,-0.00134,-0.0018,-0.06429
-0.1068,0.0396,-0.9988,9e-05,0.01723,0.02715
0.0317,0.00537,-1.00209,-0.00578,0.01313,0.03173
-0.01872,0.00282,-1.00127,0.00667,0.01203,0.01953
0.17376,-0.06662,-1.00603,0.0232,0.01964,0.06928
0.26366,0.06316,-1.00537,0.06167,-0.00766,-0.06334
-0.3253,-0.01988,-0.98939,-0.01027,-0.03903,-0.01874
0.05538,0.13429,-0.99558,-0.01398,0.05621,-0.15595
0.03359,0.01154,-0.96688,0.04244,-0.00623,-0.01554
-0.2584,0.03751,-1.00422,-0.01448,0.01494,0.02009
0.20899,0.01061,-1.00341,0.03954,0.00256,0.01721
-0.17225,0.02746,-0.97968,0.00289,-0.05119,0.03387
-0.02553,-0.07649,-0.99796,-0.00631,0.04195,-0.11914
0.01671,0.04325,-0.99821,3e-05,0.01179,0.18888
-0.08849,0.01338,-0.99721,0.00101,0.0035,-0.06064
-0.00886,-0.00664,-1.00285,0.00562,0.01195,-0.02571
-0.02426,-0.00648,-0.99503,0.02614,0.00195,0.08597
0.05294,0.06799,-0.99577,-0.05972,-0.03801,2.27157
-0.00387,-0.04122,-0.96413,0.03163,0.04903,2.42409
0.06801,-0.0006,-0.96678,0.09856,0.03927,2.47767
0.1087,-0.02867,-0.99665,0.07211,-0.02872,2.51077
0.0725,-0.03976,-1.00866,0.00039,-0.02904,2.60939
0.1048,0.18637,-1.01239,0.00016,-0.05148,2.05631
0.00306,0.09468,-1.00281,0.00177,-0.00894,0.90638
-0.1092,-0.05543,-1.00228,0.0394,-8e-05,-0.1892
0.29948,0.00656,-0.99812,-0.0,-0.00759,0.17059
0.1487,0.20693,-0.99664,0.03725,-0.12636,-0.14658
-0.2738,-0.00951,-0.99708,-0.00261,0.02784,-0.05311
0.22652,0.00585,-1.00167,0.01543,0.02907,0.02722
-0.17414,0.02469,-0.99732,0.00169,-0.04041,0.01804
-0.00358,0.05524,-1.00208,-0.00912,0.04777,-0.03019
0.13635,-0.02903,-1.00694,-0.00179,-0.02396,0.03245
0.21879,0.0345,-1.00392,0.03088,0.03523,-0.01475
-0.06718,0.05706,-1.00615,0.03372,0.00558,-0.01864
-0.08534,-0.01066,-0.99705,-0.00197,0.03685,0.24733
0.08738,-0.00527,-0.9995,0.00886,-0.00282,-0.1958
-0.1219,0.01384,-0.9974,0.00375,0.02296,-0.00669
0.00026,-0.01095,-1.00057,0.00433,0.00914,0.04333
-0.0201,-0.00461,-1.00233,0.00562,0.00817,0.00218
-0.02326,0.01269,-1.002,0.00452,0.00871,0.006
-0.00813,0.01575,-1.00032,0.00371,0.00819,9e-05
-0.01545,-0.01748,-0.98957,0.0278,0.02924,0.04318
0.34685,0.14979,-1.00546,0.0023,0.00011,0.00587
0.10099,0.09606,-1.02876,-0.05521,-0.11221,-0.12001
-0.31722,-0.01552,-1.01662,-0.00671,-0.00562,-0.06171
0.24999,0.05681,-1.00489,0.01403,-0.05609,-0.03671
-0.19736,0.06504,-0.99798,0.04221,-0.04209,-0.04167
-0.05747,-0.01961,-0.99387,-0.01657,0.05177,0.07116
0.17862,0.01065,-0.99833,0.0112,-0.00182,-0.03026
-0.30164,0.03753,-0.99122,-0.0109,0.02607,0.01838
0.09139,-0.05475,-1.00529,-0.01066,0.01415,-0.14223
-0.04315,0.00226,-0.99976,0.01209,-0.00075,0.08333
-0.0346,0.03287,-0.99959,-0.00574,0.01339,0.01775
0.00985,0.0216,-1.00257,0.00494,0.00738,0.00261
-0.02124,0.01118,-1.00038,0.00254,0.01189,-0.00317
-0.03729,-0.01815,-0.99687,0.01895,0.0075,0.058
0.2984,-0.01629,-1.00056,0.04313,0.01599,0.14835
0.0912,0.06108,-0.99716,-0.01742,-0.01754,-0.07535
-0.32122,-0.015,-1.00313,0.00066,0.01643,0.00381
0.26509,0.06994,-1.00369,0.09837,-0.00333,-0.05716
-0.18013,0.0919,-0.9877,0.00977,-0.02272,-0.07587
-0.12933,-0.13073,-1.0065,0.01116,0.00773,0.17034
0.15775,-0.03736,-0.99757,0.01809,0.00155,0.07546
-0.282,-0.03947,-1.00129,-0.0188,0.02728,0.09251
0.14991,0.02886,-0.99873,0.01997,0.02642,-0.07288
-0.07045,-0.02283,-1.00109,0.00621,0.00384,-0.07393
0.00801,0.03307,-1.00513,0.00047,0.00282,0.01293
-0.01246,0.00976,-1.00164,0.0019,0.00799,0.03725
-0.01269,0.0059,-0.99895,0.00405,0.012,0.016
-0.00493,0.01262,-1.00245,0.00403,0.01014,0.02074
-0.16665,-0.43508,-1.03842,-0.01521,-0.02903,2.63551
0.02115,-0.01112,-1.0476,-0.01783,-0.08898,2.24346
0.05907,0.00304,-1.05477,-0.01416,-0.06267,2.44728
0.07145,-0.02282,-1.03064,-0.03747,-0.05839,2.52074
0.06878,-0.02766,-0.99377,0.00812,-0.06158,2.5495
0.06365,-0.00354,-1.00507,0.0022,0.00557,2.54023
0.02176,0.07971,-1.00162,0.00075,-3e-05,0.94497
0.02173,0.05506,-1.00207,0.01511,0.01681,0.5087
-0.00711,-0.00806,-1.00303,0.00232,0.00725,-0.01837
-0.00142,-0.0094,-1.00229,0.00347,0.01326,0.01229
0.00183,0.01224,-1.00232,0.00308,0.00954,-0.00389
-0.00619,-0.00164,-1.00132,0.00911,0.00659,0.0032
-0.00733,0.00631,-1.0002,0.00486,0.0086,0.00096
-0.00858,0.00267,-1.0017,0.00228,0.01123,0.00126
-0.0112,0.00079,-1.0021,0.00402,0.00969,0.00271
-0.00644,-0.00091,-1.00099,0.00596,0.00855,0.0011
-0.00429,0.003,-1.00275,0.00571,0.00936,0.00177
-0.00328,0.00439,-1.0017,0.00427,0.00944,-4e-05
-0.00611,0.00074,-1.0025,0.0032,0.00844,0.00221
-0.00514,0.00229,-1.00149,0.00448,0.00916,0.00039
-0.00458,0.00286,-1.00155,0.00618,0.01048,0.0033
-0.00588,0.00149,-1.00093,0.0063,0.00917,0.00199
-0.00415,0.00248,-1.00162,0.00317,0.00862,0.00234
-0.00479,0.00155,-1.00098,0.00605,0.01083,0.00157
-0.00601,0.00145,-1.00217,0.00576,0.00866,-0.00177
-0.00431,0.00191,-1.00176,0.00385,0.00856,-0.00071
-0.00446,0.00211,-1.00089,0.00298,0.01098,-0.00028
-0.00341,0.00214,-1.00207,0.00391,0.0098,0.00209
-0.00406,0.00179,-1.00241,0.00251,0.00747,0.0002
-0.00468,0.00203,-0.99991,0.00504,0.01019,-2e-05
-0.00578,0.00196,-1.00222,0.00367,0.00888,-0.00085
-0.00416,0.00279,-1.00131,0.00467,0.00655,0.00208
-0.0053,0.00215,-1.00285,0.00116,0.00837,-0.00016
-0.00483,0.00262,-1.00238,0.00266,0.01013,0.00368
-0.00449,0.00335,-1.00218,0.00235,0.01056,-0.00115
-0.00525,0.00248,-1.00428,0.00331,0.00891,3e-05
-0.00509,0.00242,-1.00199,0.00491,0.01046,0.00108
-0.00452,0.0021,-1.0023,0.00187,0.01135,0.00012
-0.00591,0.0028,-1.00245,0.00349,0.00919,0.00261
-0.00602,0.00191,-1.0025,0.00182,0.00991,0.00167
-0.00579,0.00209,-1.00179,0.00058,0.01116,-0.00034
-0.00481,0.00235,-1.00231,0.00488,0.00861,0.00071
-0.00472,0.0021,-1.0018,0.00317,0.00854,0.00135
-0.00507,0.00171,-0.99972,0.00452,0.0101,0.00475
